,loss,gender_out_loss,age_out_loss,gender_out_acc,age_out_acc,val_loss,val_gender_out_loss,val_age_out_loss,val_gender_out_acc,val_age_out_acc
0,15.974677085876465,0.6858065128326416,15.288871765136719,0.5550985932350159,0.0,21.95625877380371,0.6703574061393738,21.285892486572266,0.6290594935417175,0.23681990802288055
1,12.722574234008789,0.5163390040397644,12.206226348876953,0.7487609386444092,0.0,17.961111068725586,0.5889879465103149,17.372119903564453,0.6760860681533813,0.2205820381641388
2,10.489909172058105,0.4271056652069092,10.062806129455566,0.8059685826301575,0.0,6.051771640777588,0.5079871416091919,5.5437846183776855,0.7089835405349731,0.06663855165243149
3,9.48593807220459,0.3683472275733948,9.117597579956055,0.8389750123023987,0.0,8.574468612670898,0.49141472578048706,8.083056449890137,0.7368199229240417,0.04997891187667847
4,8.620287895202637,0.3232001066207886,8.297082901000977,0.8609617352485657,0.0,8.949498176574707,0.46549153327941895,8.484007835388184,0.7486292719841003,0.04133277013897896
5,8.147420883178711,0.29327309131622314,7.854152679443359,0.8730886578559875,0.0,7.6207051277160645,0.44112008810043335,7.1795854568481445,0.7646562457084656,0.0396457202732563
6,7.674694061279297,0.2708165943622589,7.403879165649414,0.8842138648033142,0.0,8.02070140838623,0.4181979298591614,7.602504253387451,0.7830029726028442,0.039856601506471634
7,7.442039489746094,0.2479628473520279,7.19407844543457,0.8959717154502869,0.0,7.956654071807861,0.4418730139732361,7.514781475067139,0.7749894261360168,0.05335301533341408
8,7.258467674255371,0.2373344749212265,7.0211358070373535,0.9012443423271179,0.0,7.7650556564331055,0.4099286198616028,7.355126857757568,0.7975537776947021,0.035428088158369064
9,6.921133518218994,0.223439022898674,6.697695255279541,0.9057787656784058,0.0,9.0751371383667,0.40601712465286255,8.669123649597168,0.7956558465957642,0.03859131038188934
10,6.787716865539551,0.21257030963897705,6.575148105621338,0.9106295704841614,0.0,6.5054612159729,0.4206651747226715,6.08479642868042,0.7842682600021362,0.02404048852622509
11,6.573254585266113,0.19937291741371155,6.373876571655273,0.9169566631317139,0.0,7.76895809173584,0.4448193907737732,7.324138641357422,0.7815268039703369,0.021299030631780624
12,6.338899612426758,0.18885008990764618,6.150043964385986,0.9222292304039001,0.0,6.897449970245361,0.4252997636795044,6.472148418426514,0.7983973026275635,0.016870519146323204
13,6.117969512939453,0.17737247049808502,5.9405975341796875,0.9281873106956482,0.0,8.438921928405762,0.41329094767570496,8.025632858276367,0.7941796779632568,0.025938423350453377
14,5.970109939575195,0.16856281459331512,5.801548480987549,0.9311926364898682,0.0,5.7342963218688965,0.4224199652671814,5.311872959136963,0.7912273406982422,0.012652888894081116
